材料号,合同号,入口厚度,入厚上跳,入厚下跳,入口宽度,宽反值3(a3),宽跳上限(a4),退火温度,温度上跳,温度下跳,退火曲线,分区,物料标签,宽反标记,分类代码,销售品种代码,合同属性(IPS),适配辊,对应辊,宽反值1(a1),宽反值2(a2),入口重量,物料属性,分选度,出钢记号,出口厚度,出口宽度,切边,分卷数,下道机组,均温最小,均温最大,周,交货期,距DL天数,计划量,欠量,表面结构,粗糙度,粗糙度最小值,粗糙度最大值,订货重量上限,订货重量下限,订货重,平整率,涂油种类,涂油量,牌号（钢级）,包装方式代码,入口内径,用户,中文用途,钢级代码,产线族,材料组别,补充号,集批代码,后处理,返修类型,返修机组,新试号,工序特殊要求,合同加工途径,产品最终用途码,紧急标记,紧急合同标记,厂别区分,库号,超投比例标记,材料强度等级,BACKLOG工序位,制造命令号,上工序生产时刻,出口重量,入口外径,入口材料类型,出口外径,出口长度,出口材料重范围标记,计划确定标记,结束生产时刻,计划工序代码,入口长度,入口材料号校验,全程工序途径码,全程工序代码,全程工序顺序号,计划分类,返修标记,牌号标准,后全程工序代码,后全程工序顺序号,成品工序标记,计划生产时间,开始生产时刻,合同拖期标记,预计划路径,关联计划号,前材料号,BACKLOG工序值,产品规范码,材料回退标记,镀层种类,上表面镀层重量,下表面镀层重量,平整方式,保护气体种类代码,订货宽度,优化标记,出口卷号,运输方式代码,粗糙度代码,终到站港代码,终到站港描述,委托控货标志,留料标志,高优先级标记,已排程标记,入口材料号,合同性质代码
21131757900 ,M1B0004875,1.206,1.606,0.906,1222,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,3,3,19.76,999,3,AP1055E5,1.2,1219,0,0,D208,0,0,C,20211130,35,0,40,5,1,0.1,2,16,10,16,1.4, ,1,DC51D+Z,x6,610,广东美的电器股份有限公司,白色家电外板加工_表面要求,MI27CMCQC02,,BE0,0,999,11, , , ,,D00A000BR00000000,MK05, , ,,Z02,,,9,21158557,2.0211E+13,16,1729,1,0,0,,,,,1718,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J104,,1,40,40,,,1219,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131869200 ,M1B0004876,1.51,2.01,1.11,1223,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,27.51,999,3,AP1055E5,1.5,1219,0,0,D208,0,0,C,20211130,35,0,60,5,1,0.1,2,16,10,16,1.4, ,1,DC51D+Z,x6,610,广东美的电器股份有限公司,白色家电外板加工_表面要求,MI27CMCQC02,,BE0,0,999,11, , , ,,D00A000BR00000000,MK05, , ,,Z02,,,9,21158557,2.0211E+13,16,2005,1,0,0,,,,,1911,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J104,,1,40,40,,,1219,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131489300 ,M1B0004662,0.792,1.092,0.592,1423,250,300,830,851,809,U83, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,3,3,21.04,999,3,DP0161D1,0.792,1420,0,0,D208,0,0,Y,20211031,15,0,42.25,5,1,0.1,2,9.01,6,9.01,1.4, ,C2,DC51D+Z-MD,1n,610,广东美的电器股份有限公司,普通白色家电内板加工,MI27CMDQC04,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z04,,,9,21158193,2.0211E+13,9.01,1660,1,0,0,,,,,2378,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2016-006,9A,6,0,,,,,,,,MDY6Y1J006,,1,40,40,,,1420,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131595300 ,M1B0004662,0.792,1.092,0.592,1423,250,300,830,851,809,U83, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,3,3,20.26,999,3,DP0161D1,0.792,1420,0,0,D208,0,0,Y,20211031,15,0,42.25,5,1,0.1,2,9.01,6,9.01,1.4, ,C2,DC51D+Z-MD,1n,610,广东美的电器股份有限公司,普通白色家电内板加工,MI27CMDQC04,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z03,,,9,21158193,2.0211E+13,9.01,1637,1,0,0,,,,,2290,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2016-006,9A,6,0,,,,,,,,MDY6Y1J006,,1,40,40,,,1420,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21300973500 ,M1B0004825,1.998,2.498,1.498,1299,250,300,830,851,809,U83, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,49,49,24.49,999,3,DP0161D1,1.99,1250,0,0,D208,0,0,C,20211130,35,0,60,5,1,0.1,2,15.01,10,15.01,1.4, ,1,DC51D+Z-MD,x6,610,广东美的电器股份有限公司,普通白色家电内板加工,MI27CMDQC04,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z05,,,9,21150065,2.0211E+13,15.01,1855,1,0,0,,,,,1204,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2016-006,9A,6,0,,,,,,,,MDY6Y3J006,,1,40,40,,,1250,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131757800 ,M1B0004875,1.206,1.606,0.906,1222,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,3,3,20.65,999,3,AP1055E5,1.2,1219,0,0,D208,0,0,C,20211130,35,0,40,5,1,0.1,2,16,10,16,1.4, ,1,DC51D+Z,x6,610,广东美的电器股份有限公司,白色家电外板加工_表面要求,MI27CMCQC02,,BE0,0,999,11, , , ,,D00A000BR00000000,MK05, , ,,Z02,,,9,21158557,2.0211E+13,16,1760,1,0,0,,,,,1800,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J104,,1,40,40,,,1219,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131918700 ,M1B0004888,1.595,2.095,1.195,1223,250,300,830,851,809,U83, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,27.41,999,3,DP0161D1,1.584,1219,0,0,D208,0,0,C,20211130,35,0,25,5,1,0.1,2,16,10,16,1.4, ,1,DC51D+Z-MD,x6,610,广东美的电器股份有限公司,普通白色家电内板加工,MI27CMDQC04,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158941,2.0211E+13,16,1997,1,0,0,,,,,1790,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2016-006,9A,6,0,,,,,,,,MDY6Y3J006,,1,40,40,,,1219,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131860900 ,M1BC011481,1.193,1.493,0.893,1046,250,300,790,801,779,UZ9, ,,Y,1,MC,GI-内板,1.7/2.0/2.5/3.0,,16,250,15.9,999,3,DU6220A1,1.2,1030,1,0,D208,0,0,Y,20211031,15,0,5.26,5,1,0.1,2,16,7,16,0.6, ,3,HC340/590DPD+Z,x6,610,比亚迪汽车工业有限公司,轿车结构件及其它内板,MI60DPDQC01,,BE0,0,999,0, , , ,,D00B000BR00000000,MA50,, ,,Z05,,,9,21158189,2.0211E+13,16,1674,1,0,0,,,,,1611,,14ADDBHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA74AR00H,,1,50,50,,,1030,,,铁路运输,,52300019,常平, ,0,0,0,,QZA
21131869700 ,M1E0004729,2.017,2.517,1.517,1220,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,14,14,28.03,999,3,AP1055E5,2,1218,0,0,D208,0,0,Y,20211031,15,0,53.25,5,1,0.1,2,15,8,15,1.4, ,1,SGCC,x6,610,上海宝井钢材加工配送有限公司,白色家电外板加工_表面要求,MI27CMCQC19,,BE0,A,999,11, , , ,,D00A000BR000000V0,MK05, , ,,Z02,,,9,21158552,2.0211E+13,0,2021,1,0,0,,,,,1464,,14ADDAHBIRPV9A9B9C9D,IR,5,,0,JIS G3302,PV,6,0,,,,,,,,MDCA01J101,,1,40,40,,,1206,,,水路运输,,20198001,吴淞船厂码头, ,0,0,0,,QZA
21131648300 ,M1B0004877,1.51,2.01,1.11,1254,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,24.68,999,3,AN1064E5,1.5,1250,0,0,D208,0,0,C,20211130,35,0,40,5,1,0.1,2,16,10,16,1.4, ,1,DC51D+Z,x6,610,广东美的电器股份有限公司,白色家电外板加工_表面要求,MI27CMCQC02,,BE0,0,999,11, , , ,,D00A000BR00000000,MK05, , ,,Z05,,,9,21157694,2.0211E+13,16,1882,1,0,0,,,,,1670,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J104,,1,40,40,,,1250,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131824000 ,M1E0004736,1.988,2.488,1.488,1503,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,27.44,999,3,AP1055E5,2,1499,0,0,D208,0,0,Y,20211031,15,0,100,5,1,0.1,2,16,7,16,1.4, ,1,DC51D+Z,x6,610,上海佰顿新材料科技有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z05,,,9,21158768,2.0211E+13,16,1814,1,0,0,,,,,1175,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01G101,,1,140,140,,,1499,,,水路运输,,20094026,东海船厂码头,A,0,0,0,,QZA
21131869500 ,M1B0004878,2.017,2.517,1.517,1223,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,27.32,999,3,AP1055E5,2,1219,0,0,D208,0,0,C,20211130,35,0,60,5,1,0.1,2,16,10,16,1.4, ,1,DC51D+Z,x6,610,广东美的电器股份有限公司,白色家电外板加工_表面要求,MI27CMCQC02,,BE0,0,999,11, , , ,,D00A000BR00000000,MK05, , ,,Z02,,,9,21158557,2.0211E+13,16,1995,1,0,0,,,,,1430,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J104,,1,40,40,,,1219,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131473500 ,M1E0004732,0.793,1.093,0.593,1003,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,3,3,20.89,999,3,AP1055E5,0.8,1000,0,0,D208,0,0,Y,20211031,15,0,100,5,1,0.1,2,16,7,16,1.2, ,1,DC51D+Z,x6,610,上海佰顿新材料科技有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z05,,,9,21158204,2.0211E+13,16,1932,1,0,0,,,,,3359,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01B102,,1,60,60,,,1000,,,水路运输,,20094026,东海船厂码头,A,0,0,0,,QZA
21131567000 ,M1E0004732,0.793,1.093,0.593,1003,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,3,3,16.98,999,3,AP1055E5,0.8,1000,0,0,D208,0,0,Y,20211031,15,0,100,5,1,0.1,2,16,7,16,1.2, ,1,DC51D+Z,x6,610,上海佰顿新材料科技有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158204,2.0211E+13,16,1764,1,0,0,,,,,2731,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01B102,,1,60,60,,,1000,,,水路运输,,20094026,东海船厂码头,A,0,0,0,,QZA
21131567100 ,M1E0004732,0.793,1.093,0.593,1003,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,3,3,21.76,999,3,AP1055E5,0.8,1000,0,0,D208,0,0,Y,20211031,15,0,100,5,1,0.1,2,16,7,16,1.2, ,1,DC51D+Z,x6,610,上海佰顿新材料科技有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158204,2.0211E+13,16,1969,1,0,0,,,,,3500,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01B102,,1,60,60,,,1000,,,水路运输,,20094026,东海船厂码头,A,0,0,0,,QZA
21131552400 ,M1E0004731,2.017,2.517,1.517,1515,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,16,16,29.56,999,3,AP1055E5,2,1499,0,0,D208,0,0,Y,20211031,15,0,100,5,1,0.1,2,16,7,16,1.4, ,1,DC51D+Z,x6,610,上海佰顿新材料科技有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z05,,,9,21158247,2.0211E+13,16,1868,1,0,0,,,,,1236,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J104,,1,40,40,,,1499,,,水路运输,,20094026,东海船厂码头,A,0,0,0,,QZA
21131869810 ,M1E0004729,2.017,2.517,1.517,1220,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,14,14,19.48,999,3,AP1055E5,2,1218,0,0,D208,0,0,Y,20211031,15,0,53.25,5,1,0.1,2,15,8,15,1.4, ,1,SGCC,x6,610,上海宝井钢材加工配送有限公司,白色家电外板加工_表面要求,MI27CMCQC19,,BE0,A,999,11, , , ,,D00A000BR000000V0,MK05, , ,,Z03,,,9,21158552,2.0211E+13,0,1715,1,0,0,,,,,1011,,14ADDAHBIRPV9A9B9C9D,IR,5,,0,JIS G3302,PV,6,0,,,,,,,,MDCA01J101,,1,40,40,,,1206,,,水路运输,,20198001,吴淞船厂码头, ,0,0,0,,QZA
21131742800 ,M1B0004879,2.017,2.517,1.517,1503,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,21.95,999,3,AP1055E5,2,1499,0,0,D208,0,0,C,20211130,35,0,40,5,1,0.1,2,16,10,16,1.4, ,1,DC51D+Z,x6,610,广东美的电器股份有限公司,白色家电外板加工_表面要求,MI27CMCQC02,,BE0,0,999,11, , , ,,D00A000BR00000000,MK05, , ,,Z04,,,9,21158596,2.0211E+13,16,1652,1,0,0,,,,,933,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J104,,1,40,40,,,1499,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131913000 ,M1B0004879,2.017,2.517,1.517,1503,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,22,999,3,AP1055E5,2,1499,0,0,D208,0,0,C,20211130,35,0,40,5,1,0.1,2,16,10,16,1.4, ,1,DC51D+Z,x6,610,广东美的电器股份有限公司,白色家电外板加工_表面要求,MI27CMCQC02,,BE0,0,999,11, , , ,,D00A000BR00000000,MK05, , ,,Z04,,,9,21158596,2.0211E+13,16,1658,1,0,0,,,,,931,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J104,,1,40,40,,,1499,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131918600 ,M1B0004886,1.595,2.095,1.195,1223,250,300,830,851,809,U83, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,27.46,999,3,DP0161D1,1.584,1219,0,0,D208,0,0,C,20211130,35,0,50,5,1,0.1,2,16,10,16,1.4, ,1,DC51D+Z-MD,x6,610,广东美的电器股份有限公司,普通白色家电内板加工,MI27CMDQC04,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158941,2.0211E+13,16,1998,1,0,0,,,,,1794,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2016-006,9A,6,0,,,,,,,,MDY6Y3J006,,1,40,40,,,1219,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131566900 ,M1E0004732,0.793,1.093,0.593,1003,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,3,3,21.75,999,3,AP1055E5,0.8,1000,0,0,D208,0,0,Y,20211031,15,0,100,5,1,0.1,2,16,7,16,1.2, ,1,DC51D+Z,x6,610,上海佰顿新材料科技有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158204,2.0211E+13,16,1970,1,0,0,,,,,3494,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01B102,,1,60,60,,,1000,,,水路运输,,20094026,东海船厂码头,A,0,0,0,,QZA
21131551500 ,M1E0004732,0.793,1.093,0.593,1003,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,3,3,16.51,999,3,AP1055E5,0.8,1000,0,0,D208,0,0,Y,20211031,15,0,100,5,1,0.1,2,16,7,16,1.2, ,1,DC51D+Z,x6,610,上海佰顿新材料科技有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z04,,,9,21158204,2.0211E+13,16,1745,1,0,0,,,,,2651,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01B102,,1,60,60,,,1000,,,水路运输,,20094026,东海船厂码头,A,0,0,0,,QZA
21131917900 ,M1E0004733,1.504,2.004,1.104,1254,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.19,999,3,AP1055E5,1.5,1250,0,0,D208,0,0,Y,20211031,15,0,50,5,1,0.1,2,16,7,16,1.4, ,1,DC51D+Z,x6,610,上海佰顿新材料科技有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z05,,,9,21158552,2.0211E+13,16,1900,1,0,0,,,,,1714,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01B102,,1,60,60,,,1250,,,水路运输,,20094026,东海船厂码头,A,0,0,0,,QZA
21131913100 ,M1E0004731,2.017,2.517,1.517,1503,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,31.15,999,3,AP0941D1,2,1499,0,0,D208,0,0,Y,20211031,15,0,100,5,1,0.1,2,16,7,16,1.4, ,1,DC51D+Z,x6,610,上海佰顿新材料科技有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z04,,,9,21158741,2.0211E+13,16,1928,1,0,0,,,,,1317,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J104,,1,40,40,,,1499,,,水路运输,,20094026,东海船厂码头,A,0,0,0,,QZA
21131913300 ,M1E0004731,2.017,2.517,1.517,1503,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,22.03,999,3,AP1055E5,2,1499,0,0,D208,0,0,Y,20211031,15,0,100,5,1,0.1,2,16,7,16,1.4, ,1,DC51D+Z,x6,610,上海佰顿新材料科技有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158597,2.0211E+13,16,1656,1,0,0,,,,,932,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J104,,1,40,40,,,1499,,,水路运输,,20094026,东海船厂码头,A,0,0,0,,QZA
21131913200 ,M1E0004731,2.017,2.517,1.517,1503,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,24.65,999,3,AP0941D1,2,1499,0,0,D208,0,0,Y,20211031,15,0,100,5,1,0.1,2,16,7,16,1.4, ,1,DC51D+Z,x6,610,上海佰顿新材料科技有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z03,,,9,21158744,2.0211E+13,16,1739,1,0,0,,,,,1047,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J104,,1,40,40,,,1499,,,水路运输,,20094026,东海船厂码头,A,0,0,0,,QZA
21131917700 ,M1E0004734,1.504,2.004,1.104,1254,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.17,999,3,AP1055E5,1.5,1250,0,0,D208,0,0,Y,20211031,15,0,50,5,1,0.1,2,16,7,16,1.4, ,1,DC51D+Z,x6,610,上海佰顿新材料科技有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158553,2.0211E+13,16,1900,1,0,0,,,,,1712,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01B102,,1,60,60,,,1250,,,水路运输,,20094026,东海船厂码头,A,0,0,0,,QZA
21131500400 ,M1E0004735,1.504,2.004,1.104,1254,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,20.75,999,3,AP1055E5,1.5,1250,0,0,D208,0,0,Y,20211031,15,0,130,5,1,0.1,2,16,7,16,1.4, ,1,DC51D+Z,x6,610,上海佰顿新材料科技有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158154,2.0211E+13,16,1743,1,0,0,,,,,1413,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01B102,,1,60,60,,,1250,,,水路运输,,20094026,东海船厂码头,A,0,0,0,,QZA
21131913500 ,M1E0004736,1.988,2.488,1.488,1503,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,22.35,999,3,AP1055E5,2,1499,0,0,D208,0,0,Y,20211031,15,0,100,5,1,0.1,2,16,7,16,1.4, ,1,DC51D+Z,x6,610,上海佰顿新材料科技有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158768,2.0211E+13,16,1663,1,0,0,,,,,957,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01G101,,1,140,140,,,1499,,,水路运输,,20094026,东海船厂码头,A,0,0,0,,QZA
21130595100 ,M1EC011478,2,2.5,1.5,1042,250,300,820,841,799,U82, ,,Y,8,MC,GI-内板,1.7/2.0/2.5/3.0,,12,250,18.2,999,3,DT0144D1,2,1030,1,0,D208,0,0,C,20211031,5,0,12.31,5,1,0.1,2,15,8,15,0.7, ,3,DC53D+Z,n1,610,上汽大众汽车有限公司,轿车结构件及其它内板,MI27IFEQC00,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50, , ,,Z05,,,9,21156681,2.02109E+13,15,1782,1,0,0,,,,,1118,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA12AR02H,,1,50,50,,,1030,,,水路运输,,20094026,东海船厂码头, ,0,0,0,,QZA
21131917800 ,M1E0004733,1.504,2.004,1.104,1254,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.2,999,3,AP1055E5,1.5,1250,0,0,D208,0,0,Y,20211031,15,0,50,5,1,0.1,2,16,7,16,1.4, ,1,DC51D+Z,x6,610,上海佰顿新材料科技有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158552,2.0211E+13,16,1903,1,0,0,,,,,1715,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01B102,,1,60,60,,,1250,,,水路运输,,20094026,东海船厂码头,A,0,0,0,,QZA
21131917600 ,M1E0004734,1.504,2.004,1.104,1254,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.12,999,3,AP1055E5,1.5,1250,0,0,D208,0,0,Y,20211031,15,0,50,5,1,0.1,2,16,7,16,1.4, ,1,DC51D+Z,x6,610,上海佰顿新材料科技有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z03,,,9,21158552,2.0211E+13,16,1900,1,0,0,,,,,1706,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01B102,,1,60,60,,,1250,,,水路运输,,20094026,东海船厂码头,A,0,0,0,,QZA
21131500500 ,M1E0004735,1.504,2.004,1.104,1254,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.46,999,3,AP1055E5,1.5,1250,0,0,D208,0,0,Y,20211031,15,0,130,5,1,0.1,2,16,7,16,1.4, ,1,DC51D+Z,x6,610,上海佰顿新材料科技有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z05,,,9,21157707,2.0211E+13,16,1912,1,0,0,,,,,1728,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01B102,,1,60,60,,,1250,,,水路运输,,20094026,东海船厂码头,A,0,0,0,,QZA
21131500600 ,M1E0004735,1.504,2.004,1.104,1254,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,27.05,999,3,AP1055E5,1.5,1250,0,0,D208,0,0,Y,20211031,15,0,130,5,1,0.1,2,16,7,16,1.4, ,1,DC51D+Z,x6,610,上海佰顿新材料科技有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z04,,,9,21158182,2.0211E+13,16,1963,1,0,0,,,,,1843,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01B102,,1,60,60,,,1250,,,水路运输,,20094026,东海船厂码头,A,0,0,0,,QZA
